task_size,cpu_cycles,memory_required,deadline,priority,device_cpu,device_memory,battery,device_energy_coef,deadline_headroom,compute_density,server_cpu,server_memory,available_cpu,available_memory,server_energy_coef,bandwidth,latency,cost_delta
0.45662272,0.8535349,0.79765785,0.08057287,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.063919626,0.666622,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.3938532
0.81408536,0.76647073,0.78201735,0.119792074,1.0,0.0,0.16526452,0.31616262,0.76447296,0.0,0.27011132,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.29097408
0.8124915,0.66606545,0.88864875,0.10135864,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.21387881,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.30324286
0.8825664,0.4796418,0.8146548,0.0203349,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.0067567276,0.08421573,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,-0.66754216
0.59763587,0.58257484,0.8339155,0.2990297,1.0,0.5888162,0.7028681,0.6278086,0.27864566,0.27982733,0.28627646,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.14765294
0.535166,0.85956705,0.633729,0.35307646,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.29889345,0.56202465,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.057542764
0.54205066,0.5948546,0.5677395,0.053813763,1.0,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.3401624,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,0.32893154
0.82998514,0.82461274,0.79335713,0.23203333,0.6666667,0.29648608,1.0,0.27726308,0.06416863,0.16150995,0.29412407,1.0,0.0,0.8035805,0.17175293,0.0,0.36843938,0.33104643,-0.18552715
0.7717294,0.6218686,0.72322273,0.088473916,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.20801035,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.307542
0.3998103,0.4028901,0.674875,0.31727707,1.0,0.9179097,0.28219083,0.0,0.9598609,0.32354802,0.30118042,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.044624873
0.7546515,0.705492,0.6904324,0.058455966,0.6666667,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.2673763,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,-0.16036656
0.8081769,0.94481415,0.7129431,0.09961444,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.37521,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.3098729
0.86951894,0.6185058,0.7170117,0.16381842,1.0,0.72688776,0.44659463,1.0,0.37868544,0.15237312,0.16270229,1.0,0.0,0.37467575,0.83128214,0.0,0.46438223,0.03103939,-0.20040311
0.8969134,0.81370395,0.6361277,0.33920157,1.0,0.0,0.16526452,0.31616262,0.76447296,0.18877599,0.25372624,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,-0.16244063
0.6301923,0.57024944,0.9527006,0.16995074,0.6666667,0.70662063,0.6208899,0.7579781,0.61443186,0.16104323,0.25485831,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,-0.1495912
0.95549905,0.53786755,0.7093035,0.3135211,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.28668806,0.09155846,1.0,0.0,0.63712716,0.3834095,0.0,0.21081167,0.23066716,-0.23322694
0.9839783,0.66596484,0.7150216,0.319098,1.0,0.75502664,0.0,0.55075,0.8745469,0.30162334,0.14463189,1.0,0.0,0.0,0.61487293,0.0,0.17265862,0.039495457,-0.23775509
0.40676695,0.7858518,0.9694389,0.041690044,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.030335782,0.68456787,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.373376
0.79558164,0.6024768,0.8408859,0.22124146,1.0,0.72688776,0.44659463,1.0,0.37868544,0.20956106,0.18529254,1.0,0.0,0.37467575,0.83128214,0.0,0.46438223,0.03103939,-0.19097593
0.6905005,0.8247046,0.86390007,0.31963104,0.6666667,1.0,0.20022273,0.3261321,0.29962918,0.30231416,0.3853234,1.0,0.0,0.8035805,0.17175293,0.0,0.41431838,0.1715909,-0.17800407
0.7241189,0.6499939,0.721645,0.35269684,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.31851342,0.25060797,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.01257107
0.48927295,0.44387376,0.9423883,0.08614552,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.078269124,0.25784373,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.047687076
0.41305548,0.8084793,0.595477,0.016973726,0.6666667,0.72438806,0.31380615,0.28755495,0.84649765,0.0,0.6963088,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,0.35543197
0.47840476,0.8873819,0.617126,0.09471434,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.04432032,0.6635699,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.069418214
0.47928178,0.4129057,0.65209544,0.104564205,1.0,0.63757867,0.27701488,0.3480824,0.47541288,0.106659554,0.2384535,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.14201468
0.6547989,0.53443706,0.9077134,0.006527461,1.0,0.5888162,0.7028681,0.6278086,0.27864566,0.0,0.21470392,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.15745546
0.43540227,0.5667883,0.64314556,0.28571433,0.6666667,0.72688776,0.44659463,1.0,0.37868544,0.27509078,0.42475528,1.0,0.0,0.37467575,0.83128214,0.0,0.46438223,0.03103939,-0.12557024
0.7526795,0.9323577,0.77296317,0.07690459,1.0,1.0,0.18036267,0.2753615,0.3049319,0.059152924,0.40651375,0.4005077,0.0,0.8481324,0.0,0.0,0.15933692,0.10956751,-0.6625578
0.46733803,0.7177802,0.9116446,0.08978248,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.5261273,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.36763474
0.3795944,0.69990194,0.61926305,0.3040458,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.26631495,0.6430637,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.080539584
0.7405458,0.83799595,0.6459459,0.104444,1.0,0.9179097,0.28219083,0.0,0.9598609,0.08818951,0.35736102,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,-0.47456086
0.97689915,0.71622974,0.78559697,0.21281143,1.0,0.9350601,0.56181407,0.793795,0.46378556,0.20231183,0.171291,1.0,0.0,0.0,0.61487293,0.0,0.8490238,0.07551612,-0.1964971
0.8136478,0.8252309,0.7145145,0.36683047,1.0,1.0,0.122921646,0.7466959,0.44242314,0.34830496,0.30371827,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.19359104
0.45794868,0.7886501,0.7247491,0.19705527,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.18496728,0.60436946,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.0060811862
0.4155342,0.4952429,0.7942848,0.26181555,1.0,0.9179097,0.28219083,0.0,0.9598609,0.26356187,0.37785697,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.051597733
0.4317609,0.81335956,0.8723432,0.043917738,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.0,0.6689087,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,0.35332012
0.5395125,0.82345396,0.92570305,0.20440613,1.0,1.0,0.20022273,0.3261321,0.29962918,0.19003765,0.5274726,1.0,0.0,0.8035805,0.17175293,0.0,0.41431838,0.1715909,-0.1503926
0.9595053,0.811457,0.6083598,0.022849753,0.6666667,0.70662063,0.6208899,0.7579781,0.61443186,0.0,0.22444302,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,0.26471335
0.7843127,0.959806,0.5809188,0.086461276,1.0,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.4001292,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,0.308495
0.6980751,0.9252977,0.75571537,0.28985214,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.2309759,0.44491458,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.029858785
0.7614922,0.848686,0.81162393,0.059511133,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.013685875,0.3497038,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.0165406
0.41550803,0.8802345,0.6551434,0.15862024,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.14197192,0.7639097,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.011479403
0.61241144,0.38143742,0.88901806,0.22296719,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.21763471,0.1294423,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.016908953
0.6104911,0.94649595,0.9110886,0.1986156,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.1730726,0.54247385,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.0255069
0.83682805,0.7866721,0.82675874,0.020274222,0.6666667,0.5888162,0.7028681,0.6278086,0.27864566,0.0,0.26933134,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,0.26843503
0.49468285,0.38202235,0.9157666,0.20034547,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.21267816,0.19965822,1.0,0.0,0.33729124,1.0,0.0,0.054494888,0.16772036,0.0039052102
0.46601105,0.66294986,0.7254275,0.19742188,1.0,1.0,0.6806576,0.14571413,0.108012706,0.19289926,0.4777639,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.01098479
0.6707769,0.83517855,0.9607756,0.26349312,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.21387014,0.40790302,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.03284467
0.81964445,0.6836782,0.8115516,0.025115035,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.023639712,0.22041684,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.5177022
0.6700314,0.5955105,0.60464776,0.08289632,1.0,0.72438806,0.31380615,0.28755495,0.84649765,0.07507069,0.24716514,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,-0.15894201
0.6467683,0.4854493,0.78106284,0.019597113,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.18540749,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.3184487
0.39449114,0.9612654,0.5889386,0.22667049,1.0,0.9179097,0.28219083,0.0,0.9598609,0.19948322,0.8902408,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.077615984
0.70447356,0.8822709,0.8694879,0.29997396,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.24494946,0.4118805,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.024561698
0.5628073,0.57274926,0.8208227,0.0940181,1.0,1.0,0.6806576,0.14571413,0.108012706,0.09750911,0.3053006,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.0056731557
0.4710992,0.67247915,0.7819159,0.2793187,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.26929134,0.48018128,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.015706202
0.9801482,0.40518004,0.6617681,0.2617703,0.6666667,1.0,0.122921646,0.7466959,0.44242314,0.27117598,0.020567864,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.21300559
0.4430607,0.8705619,0.7188519,0.073934786,1.0,0.72438806,0.31380615,0.28755495,0.84649765,0.045752745,0.70492584,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,-0.09982368
0.85028994,0.610522,0.7737477,0.050180882,0.6666667,0.63757867,0.27701488,0.3480824,0.47541288,0.03762792,0.16615722,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.19197726
0.60420203,0.9572093,0.6373807,0.11627507,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.05868296,0.5571694,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.050407294
0.71421784,0.73627377,0.67894936,0.24819876,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.20839113,0.3113138,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.016342776
0.573677,0.90006524,0.97345066,0.33885723,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.28116584,0.5484531,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.051547177
0.5066631,0.9878834,0.5941261,0.24179439,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.21252736,0.70821494,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.04925848
0.6340376,0.6678315,0.91500545,0.13327546,1.0,0.63757867,0.27701488,0.3480824,0.47541288,0.114009276,0.32125288,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.15576097
0.6134322,0.9895558,0.78519154,0.23984699,1.0,0.70662063,0.6208899,0.7579781,0.61443186,0.19732684,0.57060206,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,-0.13234966
0.65405625,0.66664594,0.69971967,0.35210526,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.31634825,0.30601352,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.026407948
0.66807866,0.92219454,0.69436383,0.2575813,1.0,0.75502664,0.0,0.55075,0.8745469,0.22297052,0.4688428,1.0,0.0,0.37467575,0.83128214,0.0,0.19342747,0.17583255,-0.16488464
0.9471326,0.46267152,0.62665725,0.24922024,1.0,0.9179097,0.28219083,0.0,0.9598609,0.25336412,0.05679491,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,-0.09026915
0.5163589,0.6569866,0.73035216,0.3609408,1.0,0.9179097,0.28219083,0.0,0.9598609,0.3498693,0.41574216,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.018492889
0.798814,0.69506615,0.6518539,0.08790657,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.23726961,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.306143
0.36749458,0.47444612,0.91471434,0.12244165,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.13114752,0.41627133,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.4401903
0.66277605,0.9826271,0.75227,0.05824525,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.0,0.51470864,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.4913783
0.42705154,0.79955524,0.6318878,0.14671645,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.103403114,0.66328996,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.06868417
0.51768965,0.97347575,0.6206882,0.034261927,1.0,0.72438806,0.31380615,0.28755495,0.84649765,0.0,0.6795976,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,0.34225675
0.6744115,0.9714666,0.75327957,0.18198499,1.0,1.0,0.20022273,0.3261321,0.29962918,0.15925658,0.4961831,1.0,0.0,0.8035805,0.17175293,0.0,0.41431838,0.1715909,-0.1716654
0.44255453,0.9802998,0.6275916,0.043077774,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.0,0.8103788,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.53313154
0.37199622,0.8510378,0.9542146,0.36603618,1.0,1.0,0.6806576,0.14571413,0.108012706,0.34597543,0.82228625,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.027156169
0.3810913,0.8261034,0.7240515,0.22598948,0.6666667,1.0,0.18036267,0.2753615,0.3049319,0.21092317,0.7758937,1.0,0.0,0.8035805,0.17175293,0.0,0.15933692,0.12357101,-0.1358894
0.5787711,0.8437012,0.9085982,0.3260408,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.2740453,0.49967194,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.0491616
0.551868,0.40399474,0.5739075,0.31041837,1.0,1.0,0.122921646,0.7466959,0.44242314,0.31868246,0.18008652,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.14883672
0.4496085,0.6613734,0.9496311,0.34272587,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.30770564,0.49709195,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.066625394
0.9246745,0.7252495,0.6759491,0.17548896,1.0,0.75502664,0.0,0.55075,0.8745469,0.15727536,0.195988,1.0,0.0,0.0,0.61487293,0.0,0.17265862,0.039495457,-0.21905307
0.9096316,0.78746575,0.7252623,0.17567067,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.045173198,0.23422739,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,-0.14966086
0.61931115,0.81656474,0.6918117,0.29388165,1.0,0.63757867,0.27701488,0.3480824,0.47541288,0.25856546,0.43951803,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.14921768
0.41545743,0.6826115,0.71722794,0.08772956,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.5658346,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.3731247
0.80382055,0.48352712,0.8315939,0.00989702,1.0,1.0,0.122921646,0.7466959,0.44242314,0.020861916,0.113283664,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.6424064
0.3929761,0.66664034,0.7616379,0.36602718,1.0,0.9179097,0.28219083,0.0,0.9598609,0.35421133,0.5848457,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.06479829
0.43313962,0.521221,0.70403945,0.010091074,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.38329977,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.3583471
0.53609455,0.48107392,0.98195314,0.07433013,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.25280797,1.0,0.0,0.8035805,0.17175293,0.0,0.2465798,0.27332154,0.32313636
0.72247046,0.74642247,0.9239178,0.1078397,1.0,0.0,0.16526452,0.31616262,0.76447296,0.0,0.3123575,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.31397393
0.3674385,0.5495745,0.90300167,0.07308268,1.0,0.0,0.16526452,0.31616262,0.76447296,0.0,0.4993487,1.0,0.0,0.8035805,0.17175293,0.0,0.2465798,0.27332154,0.3702282
0.3824805,0.8741018,0.93717325,0.11675337,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.8244283,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.39394262
0.50394,0.43451607,0.68220544,0.09384705,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.08667121,0.23817748,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.036317576
0.40525925,0.9935444,0.9935591,0.22235994,0.6666667,0.72438806,0.31380615,0.28755495,0.84649765,0.18127525,0.89969385,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,-0.08446229
0.67367715,0.45627093,0.67072093,0.086166546,0.6666667,0.9350601,0.56181407,0.793795,0.46378556,0.09524238,0.15165296,1.0,0.0,0.0,0.61487293,0.0,0.8490238,0.07551612,-0.16612068
0.8810058,0.9020559,0.7024263,0.09910372,0.6666667,0.29648608,1.0,0.27726308,0.06416863,0.022620365,0.30820638,1.0,0.0,0.8035805,0.17175293,0.0,0.36843938,0.33104643,-0.19061641
0.42782503,0.3786589,0.62667,0.30775464,0.6666667,0.29648608,1.0,0.27726308,0.06416863,0.28875008,0.24973905,1.0,0.0,0.8035805,0.17175293,0.0,0.36843938,0.33104643,-0.12127224
0.9926176,0.64016163,0.7439219,0.14575097,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.14112133,0.1294547,0.4005077,0.0,0.8481324,0.0,0.0,0.0,0.33321217,-0.5952744
0.946604,0.6071462,0.6008364,0.04532019,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.022888025,0.1286084,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,-0.02131327
0.3762238,0.7698403,0.7907703,0.25165403,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.23608866,0.7250072,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.07340406
0.7689059,0.7665545,0.86733234,0.035886586,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.0,0.29578966,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.46007696
0.74662614,0.44982892,0.9224627,0.32624346,0.6666667,1.0,0.18036267,0.2753615,0.3049319,0.331351,0.11539444,0.4005077,0.0,0.8481324,0.0,0.0,0.15933692,0.10956751,-0.20940799
0.88833183,0.9434555,0.7560625,0.16301526,1.0,0.9179097,0.28219083,0.0,0.9598609,0.13855442,0.32601243,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.5019767
0.57358545,0.9824024,0.59041274,0.14337711,1.0,0.72688776,0.44659463,1.0,0.37868544,0.105273634,0.6118711,1.0,0.0,0.37467575,0.83128214,0.0,0.46438223,0.03103939,-0.14225964
0.9588175,0.478796,0.7394984,0.038617104,1.0,0.41977394,0.5352613,0.977918,1.0,0.024669426,0.06160155,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,-0.675528
0.9921328,0.54954123,0.77962124,0.3453418,1.0,1.0,0.6806576,0.14571413,0.108012706,0.34396467,0.08652252,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.07101512
0.58703536,0.653809,0.57705486,0.25370318,1.0,0.72438806,0.31380615,0.28755495,0.84649765,0.23725656,0.34782934,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,-0.14037704
0.5534127,0.7483161,0.9712666,0.07255965,0.6666667,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.45201945,0.0,0.0,0.42710018,0.07281828,0.0,0.36757612,0.19050892,0.3405603
0.7925087,0.8421889,0.97905684,0.12788233,1.0,0.72688776,0.44659463,1.0,0.37868544,0.1006333,0.32604367,1.0,0.0,0.0,0.61487293,0.0,0.4783365,0.08877151,-0.18393733
0.6141836,0.60559815,0.61253166,0.12709403,1.0,0.9179097,0.28219083,0.0,0.9598609,0.12514049,0.2912007,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,-0.4450568
0.5107563,0.8654099,0.58126104,0.060200214,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.012762564,0.598212,1.0,0.0,0.13296652,0.72355413,0.0,0.7065153,0.2644586,0.048417266
0.39881343,0.628131,0.74437284,0.33249086,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.30089664,0.53555715,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.07273156
0.87813324,0.3969804,0.79679,0.3270563,1.0,0.13482553,0.013435572,0.43737498,0.87996316,0.28768295,0.041748166,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,-0.20353721
0.8314656,0.49993873,0.7430626,0.0043145455,1.0,1.0,0.18036267,0.2753615,0.3049319,0.014429704,0.11242464,1.0,0.0,0.33729124,1.0,0.0,0.15933692,0.1653245,-0.6982788
0.5645923,0.9266829,0.658111,0.11390211,0.6666667,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.5797016,1.0,0.0,0.0,0.61487293,0.0,0.36757612,0.22988434,0.3421919
0.46095264,0.9711289,0.7999146,0.031466156,1.0,0.29648608,1.0,0.27726308,0.06416863,0.0,0.7682263,1.0,0.0,0.8035805,0.17175293,0.0,0.36843938,0.33104643,0.32509032
0.73403287,0.5128231,0.8736192,0.36771244,1.0,0.5888162,0.7028681,0.6278086,0.27864566,0.35272062,0.15968361,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.17051886
0.8729176,0.62719136,0.7254683,0.30987638,1.0,0.0,0.16526452,0.31616262,0.76447296,0.19843835,0.16598657,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,-0.1713578
0.8505018,0.5367706,0.776577,0.23430984,1.0,0.9179097,0.28219083,0.0,0.9598609,0.2340856,0.12580201,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.56839514
0.4288041,0.63186455,0.7425561,0.025280192,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.0009899575,0.4964217,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.0684065
0.36516678,0.9952584,0.68835366,0.07074293,1.0,0.0,0.16526452,0.31616262,0.76447296,0.0,0.99762213,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.40795678
0.6394952,0.8657961,0.8858088,0.16837719,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.11820538,0.455985,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.04032376
0.40107924,0.8993432,0.6977135,0.05795852,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.81184566,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.3946592
0.92412853,0.92800766,0.80278254,0.11229797,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.29899442,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.31117088
0.39296794,0.99076265,0.78648746,0.16112414,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.13368438,0.92457235,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.08125626
0.46059126,0.40231514,0.70673025,0.18832779,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.13200378,0.24402097,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,-0.1057395
0.71717274,0.83988065,0.96434546,0.03116393,1.0,0.5888162,0.7028681,0.6278086,0.27864566,0.0,0.37513185,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,0.2866554
0.8130236,0.9248523,0.6785972,0.15769781,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.36069322,1.0,0.0,0.63712716,0.3834095,0.0,0.2465798,0.31957325,0.29805824
0.57666004,0.8592218,0.8378359,0.1273331,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.51379955,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.35344976
0.6775985,0.5200088,0.78949964,0.21679856,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.19840229,0.19225672,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.011824126
0.44023776,0.43505633,0.7785678,0.20716079,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.19710799,0.2928958,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.05457983
0.85969836,0.7616084,0.6684177,0.082144424,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.24404371,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.30010113
0.64366776,0.43994033,0.7722186,0.3350417,1.0,1.0,0.6806576,0.14571413,0.108012706,0.34052575,0.15539297,1.0,0.0,0.33729124,1.0,0.0,0.054494888,0.16772036,-0.03381929
0.9993732,0.87811214,0.92911696,0.34147727,0.6666667,1.0,0.8443887,0.500842,0.32456824,0.3203974,0.23968425,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.20029645
